ticket_id,customer_id,product_id,opened_at,closed_at,priority,category,status,subject,conversation_summary,sentiment
TKT000320,C102,PRD004,2025-04-14 12:40:00,2025-04-17 00:51:38,P4,missing_item,resolved,Missing item or component,Support confirmed product-use guidance resolved the concern and the customer closed the case.,neutral
TKT000321,C213,PRD002,2026-03-02 07:51:00,2026-03-11 08:57:43,P4,product_information,resolved,Item quality below expectation,The missing-item claim was verified against fulfillment records and the customer received the approved resolution.,positive
TKT000322,C169,PRD008,2025-03-24 14:26:00,2025-04-03 11:47:20,P4,product_quality,resolved,Refund status question,The missing-item claim was verified against fulfillment records and the customer received the approved resolution.,frustrated
TKT000323,C066,PRD004,2025-02-12 12:19:00,,P4,return_refund,escalated,Missing item or component,The reported safety or allergen concern was escalated for immediate product-compliance review.,positive
TKT000324,C049,PRD004,2026-01-28 16:31:00,2026-02-01 10:58:46,P2,missing_item,resolved,Ingredient or product information request,The missing-item claim was verified against fulfillment records and the customer received the approved resolution.,neutral
TKT000325,C208,PRD014,2024-05-10 18:57:00,,P3,product_information,open,Wrong item received,The case remains open while store and fulfillment records are compared.,neutral
TKT000326,C230,PRD011,2025-11-21 03:39:00,2025-11-28 19:19:42,P3,return_refund,resolved,Package arrived damaged,The missing-item claim was verified against fulfillment records and the customer received the approved resolution.,urgent
TKT000327,C013,PRD009,2024-12-02 16:06:00,,P4,billing,open,Ingredient or product information request,The case remains open while store and fulfillment records are compared.,positive
TKT000328,C048,PRD011,2024-04-26 20:22:00,2024-04-30 21:18:57,P4,billing,resolved,Missing item or component,The missing-item claim was verified against fulfillment records and the customer received the approved resolution.,positive
TKT000329,C036,PRD002,2025-09-06 05:14:00,2025-09-07 01:46:41,P4,delivery,resolved,Missing item or component,The missing-item claim was verified against fulfillment records and the customer received the approved resolution.,neutral
TKT000330,C129,PRD014,2025-02-17 12:19:00,2025-02-20 04:12:11,P3,product_information,resolved,Package arrived damaged,Customer provided package photos; a replacement or refund was completed and accepted.,neutral
TKT000331,C234,PRD010,2026-01-13 14:32:00,2026-01-16 03:07:33,P4,product_information,resolved,Item quality below expectation,The missing-item claim was verified against fulfillment records and the customer received the approved resolution.,urgent
TKT000332,C175,PRD008,2026-05-17 18:48:00,,P2,return_refund,waiting_customer,Package arrived damaged,Support requested package photos and the lot code before continuing the quality review.,neutral
TKT000333,C239,PRD005,2026-02-09 21:03:00,2026-02-19 01:48:57,P2,delivery,resolved,Item quality below expectation,Support confirmed product-use guidance resolved the concern and the customer closed the case.,urgent
TKT000334,C081,PRD003,2026-07-19 02:25:00,2026-07-26 04:54:46,P4,product_information,resolved,Refund status question,Support confirmed product-use guidance resolved the concern and the customer closed the case.,neutral
TKT000335,C181,PRD012,2024-07-08 10:05:00,,P4,missing_item,waiting_customer,Missing item or component,The return is pending while the customer confirms pickup availability and item condition.,neutral
TKT000336,C101,PRD005,2024-02-08 21:27:00,,P4,missing_item,waiting_customer,Missing item or component,Support requested package photos and the lot code before continuing the quality review.,frustrated
TKT000337,C026,PRD012,2024-12-09 13:34:00,2024-12-12 10:37:17,P3,return_refund,resolved,Ingredient or product information request,Customer provided package photos; a replacement or refund was completed and accepted.,neutral
TKT000338,C068,PRD001,2026-11-10 17:39:00,2026-11-11 18:32:00,P4,return_refund,resolved,Item quality below expectation,Support confirmed product-use guidance resolved the concern and the customer closed the case.,neutral
TKT000339,C081,PRD008,2026-10-09 15:44:00,2026-10-16 18:45:45,P3,billing,resolved,Item quality below expectation,Customer provided package photos; a replacement or refund was completed and accepted.,neutral
TKT000340,C021,PRD020,2024-08-02 02:49:00,,P2,product_quality,open,Wrong item received,The case remains open while store and fulfillment records are compared.,urgent
TKT000341,C113,PRD020,2026-07-13 19:08:00,2026-07-22 09:52:09,P4,missing_item,resolved,Refund status question,The missing-item claim was verified against fulfillment records and the customer received the approved resolution.,neutral
TKT000342,C175,PRD006,2024-03-21 04:07:00,,P2,delivery,waiting_customer,Refund status question,The return is pending while the customer confirms pickup availability and item condition.,neutral
TKT000343,C183,PRD014,2026-06-19 00:20:00,2026-06-22 22:19:11,P2,missing_item,resolved,Refund status question,Support confirmed product-use guidance resolved the concern and the customer closed the case.,frustrated
TKT000344,C125,PRD008,2025-10-10 14:51:00,2025-10-13 03:20:38,P2,product_information,resolved,Wrong item received,The missing-item claim was verified against fulfillment records and the customer received the approved resolution.,neutral
TKT000345,C100,PRD002,2024-11-10 04:57:00,2024-11-15 11:03:46,P3,product_information,resolved,Missing item or component,The missing-item claim was verified against fulfillment records and the customer received the approved resolution.,urgent
TKT000346,C112,PRD002,2026-07-08 04:10:00,2026-07-17 00:44:48,P2,delivery,resolved,Ingredient or product information request,Customer provided package photos; a replacement or refund was completed and accepted.,neutral
TKT000347,C176,PRD015,2026-10-23 00:52:00,2026-10-31 12:00:36,P3,delivery,resolved,Refund status question,Customer provided package photos; a replacement or refund was completed and accepted.,urgent
TKT000348,C002,PRD006,2025-09-09 15:24:00,,P3,product_quality,open,Refund status question,Support documented the issue and is checking replacement inventory in the customer region.,urgent
TKT000349,C074,PRD020,2026-01-06 10:02:00,2026-01-06 13:56:04,P2,missing_item,resolved,Missing item or component,The missing-item claim was verified against fulfillment records and the customer received the approved resolution.,frustrated
TKT000350,C024,PRD007,2024-06-25 03:09:00,2024-07-04 21:22:27,P3,product_information,resolved,Wrong item received,The missing-item claim was verified against fulfillment records and the customer received the approved resolution.,neutral
TKT000351,C062,PRD016,2026-10-20 05:32:00,2026-10-28 23:59:08,P2,missing_item,resolved,Missing item or component,Customer provided package photos; a replacement or refund was completed and accepted.,neutral
TKT000352,C115,PRD010,2026-06-07 06:10:00,2026-06-13 17:42:27,P2,missing_item,resolved,Ingredient or product information request,The missing-item claim was verified against fulfillment records and the customer received the approved resolution.,neutral
TKT000353,C125,PRD005,2025-06-22 11:03:00,2025-06-23 13:45:48,P4,billing,resolved,Wrong item received,The missing-item claim was verified against fulfillment records and the customer received the approved resolution.,frustrated
TKT000354,C238,PRD009,2024-12-03 04:16:00,2024-12-09 11:56:06,P4,product_quality,resolved,Refund status question,The missing-item claim was verified against fulfillment records and the customer received the approved resolution.,neutral
TKT000355,C086,PRD006,2026-09-28 23:47:00,,P3,missing_item,open,Item quality below expectation,The case remains open while store and fulfillment records are compared.,positive
TKT000356,C137,PRD002,2025-11-30 20:55:00,2025-12-10 09:51:40,P2,return_refund,resolved,Item quality below expectation,Customer provided package photos; a replacement or refund was completed and accepted.,neutral
TKT000357,C162,PRD004,2025-05-08 23:59:00,2025-05-10 00:56:09,P3,return_refund,resolved,Wrong item received,The missing-item claim was verified against fulfillment records and the customer received the approved resolution.,frustrated
TKT000358,C178,PRD003,2026-02-12 05:44:00,2026-02-13 05:45:16,P2,missing_item,resolved,Package arrived damaged,Customer provided package photos; a replacement or refund was completed and accepted.,neutral
TKT000359,C029,PRD001,2026-09-17 02:57:00,,P3,product_quality,escalated,Item quality below expectation,The reported safety or allergen concern was escalated for immediate product-compliance review.,frustrated
TKT000360,C106,PRD001,2026-11-28 01:21:00,2026-11-29 16:17:25,P4,product_quality,resolved,Missing item or component,The missing-item claim was verified against fulfillment records and the customer received the approved resolution.,frustrated
TKT000361,C136,PRD017,2026-03-12 08:43:00,,P4,missing_item,open,Item quality below expectation,The case remains open while store and fulfillment records are compared.,urgent
TKT000362,C093,PRD019,2026-06-07 11:24:00,2026-06-13 12:16:22,P3,delivery,resolved,Refund status question,Support confirmed product-use guidance resolved the concern and the customer closed the case.,frustrated
TKT000363,C179,PRD001,2026-08-09 16:54:00,2026-08-15 12:48:56,P4,return_refund,resolved,Item quality below expectation,Support confirmed product-use guidance resolved the concern and the customer closed the case.,neutral
TKT000364,C133,PRD012,2024-01-27 08:59:00,,P1,delivery,open,Ingredient or product information request,Support documented the issue and is checking replacement inventory in the customer region.,positive
TKT000365,C016,PRD001,2026-11-12 15:40:00,2026-11-15 06:26:22,P2,billing,resolved,Missing item or component,The missing-item claim was verified against fulfillment records and the customer received the approved resolution.,urgent
TKT000366,C215,PRD013,2026-06-19 05:15:00,2026-06-19 12:31:11,P4,return_refund,resolved,Refund status question,Support confirmed product-use guidance resolved the concern and the customer closed the case.,positive
TKT000367,C048,PRD020,2024-05-27 02:54:00,2024-05-31 23:36:11,P4,product_information,resolved,Package arrived damaged,The missing-item claim was verified against fulfillment records and the customer received the approved resolution.,neutral
TKT000368,C158,PRD011,2026-12-08 00:57:00,2026-12-08 06:54:24,P2,delivery,resolved,Missing item or component,The missing-item claim was verified against fulfillment records and the customer received the approved resolution.,neutral
TKT000369,C084,PRD003,2025-04-04 03:25:00,,P4,return_refund,waiting_customer,Package arrived damaged,Support requested package photos and the lot code before continuing the quality review.,neutral
TKT000370,C084,PRD005,2024-08-08 01:50:00,2024-08-09 00:51:35,P4,delivery,resolved,Refund status question,Customer provided package photos; a replacement or refund was completed and accepted.,neutral
TKT000371,C225,PRD013,2024-11-29 22:58:00,2024-12-01 07:33:39,P2,product_information,resolved,Refund status question,Support confirmed product-use guidance resolved the concern and the customer closed the case.,neutral
TKT000372,C005,PRD013,2025-05-26 20:15:00,,P4,delivery,escalated,Ingredient or product information request,Repeated complaints for the same lot prompted escalation to merchandising and supplier quality.,neutral
TKT000373,C107,PRD001,2024-09-06 05:40:00,2024-09-06 20:17:05,P2,delivery,resolved,Item quality below expectation,Customer provided package photos; a replacement or refund was completed and accepted.,urgent
TKT000374,C009,PRD020,2024-01-12 03:10:00,2024-01-19 06:53:30,P3,return_refund,resolved,Item quality below expectation,Support confirmed product-use guidance resolved the concern and the customer closed the case.,urgent
TKT000375,C159,PRD011,2026-05-27 15:49:00,,P4,billing,waiting_customer,Ingredient or product information request,Support requested package photos and the lot code before continuing the quality review.,frustrated
TKT000376,C154,PRD013,2025-05-01 14:13:00,2025-05-06 15:46:40,P2,billing,resolved,Item quality below expectation,Customer provided package photos; a replacement or refund was completed and accepted.,positive
TKT000377,C015,PRD013,2024-03-05 07:13:00,2024-03-05 09:46:53,P3,product_information,resolved,Refund status question,Customer provided package photos; a replacement or refund was completed and accepted.,neutral
TKT000378,C203,PRD008,2025-07-09 06:15:00,,P3,billing,escalated,Ingredient or product information request,The reported safety or allergen concern was escalated for immediate product-compliance review.,neutral
TKT000379,C045,PRD017,2024-08-05 09:29:00,2024-08-12 01:48:45,P2,billing,resolved,Missing item or component,Customer provided package photos; a replacement or refund was completed and accepted.,positive
TKT000380,C119,PRD016,2025-01-25 23:00:00,2025-01-30 02:38:29,P4,delivery,resolved,Wrong item received,The missing-item claim was verified against fulfillment records and the customer received the approved resolution.,frustrated
TKT000381,C164,PRD011,2026-02-23 19:02:00,2026-03-02 13:00:52,P2,product_information,resolved,Package arrived damaged,Customer provided package photos; a replacement or refund was completed and accepted.,neutral
TKT000382,C206,PRD008,2025-05-30 15:43:00,2025-06-05 06:16:07,P4,product_quality,resolved,Wrong item received,Customer provided package photos; a replacement or refund was completed and accepted.,positive
TKT000383,C046,PRD013,2026-03-11 13:08:00,,P4,billing,escalated,Wrong item received,Repeated complaints for the same lot prompted escalation to merchandising and supplier quality.,urgent
TKT000384,C136,PRD004,2024-10-17 08:03:00,2024-10-22 11:49:09,P3,product_quality,resolved,Missing item or component,Support confirmed product-use guidance resolved the concern and the customer closed the case.,neutral
TKT000385,C203,PRD010,2024-07-31 23:37:00,2024-08-09 17:35:51,P4,return_refund,resolved,Wrong item received,The missing-item claim was verified against fulfillment records and the customer received the approved resolution.,neutral
TKT000386,C046,PRD009,2024-04-30 02:13:00,,P4,missing_item,open,Ingredient or product information request,The case remains open while store and fulfillment records are compared.,neutral
TKT000387,C224,PRD002,2025-12-31 01:08:00,2026-01-04 04:04:56,P3,missing_item,resolved,Missing item or component,Support confirmed product-use guidance resolved the concern and the customer closed the case.,neutral
TKT000388,C211,PRD002,2026-03-04 18:34:00,2026-03-04 23:25:04,P1,product_quality,resolved,Missing item or component,Support confirmed product-use guidance resolved the concern and the customer closed the case.,urgent
TKT000389,C052,PRD003,2026-12-08 07:35:00,,P3,billing,open,Missing item or component,The case remains open while store and fulfillment records are compared.,urgent
TKT000390,C230,PRD004,2024-04-06 07:07:00,2024-04-16 05:57:39,P4,product_quality,resolved,Missing item or component,The missing-item claim was verified against fulfillment records and the customer received the approved resolution.,neutral
TKT000391,C092,PRD010,2025-12-01 01:15:00,2025-12-07 19:51:30,P3,return_refund,resolved,Package arrived damaged,Customer provided package photos; a replacement or refund was completed and accepted.,positive
TKT000392,C109,PRD018,2026-11-13 12:30:00,,P1,product_information,waiting_customer,Wrong item received,The return is pending while the customer confirms pickup availability and item condition.,urgent
TKT000393,C214,PRD011,2025-04-20 18:29:00,,P4,product_information,open,Missing item or component,The case remains open while store and fulfillment records are compared.,urgent
TKT000394,C027,PRD009,2024-11-17 17:14:00,2024-11-22 01:08:53,P2,product_information,resolved,Missing item or component,The missing-item claim was verified against fulfillment records and the customer received the approved resolution.,neutral
TKT000395,C041,PRD004,2024-11-04 03:03:00,2024-11-13 14:25:00,P1,billing,resolved,Wrong item received,Support confirmed product-use guidance resolved the concern and the customer closed the case.,urgent
TKT000396,C057,PRD016,2026-07-08 20:32:00,,P4,return_refund,waiting_customer,Wrong item received,Support requested package photos and the lot code before continuing the quality review.,neutral
TKT000397,C003,PRD006,2026-05-09 02:31:00,,P3,return_refund,escalated,Missing item or component,The reported safety or allergen concern was escalated for immediate product-compliance review.,neutral
TKT000398,C098,PRD020,2026-09-26 17:22:00,,P4,product_information,waiting_customer,Item quality below expectation,The return is pending while the customer confirms pickup availability and item condition.,frustrated
TKT000399,C240,PRD009,2026-10-27 00:52:00,,P2,return_refund,waiting_customer,Refund status question,Support requested package photos and the lot code before continuing the quality review.,neutral
TKT000400,C168,PRD017,2026-01-14 22:56:00,2026-01-16 05:57:21,P3,billing,resolved,Refund status question,Support confirmed product-use guidance resolved the concern and the customer closed the case.,neutral
TKT000401,C207,PRD016,2026-02-11 20:46:00,2026-02-13 07:16:22,P4,return_refund,resolved,Refund status question,The missing-item claim was verified against fulfillment records and the customer received the approved resolution.,neutral
TKT000402,C062,PRD016,2024-12-31 04:07:00,2025-01-04 20:25:16,P2,product_quality,resolved,Package arrived damaged,Support confirmed product-use guidance resolved the concern and the customer closed the case.,neutral
TKT000403,C106,PRD005,2025-02-21 03:04:00,,P3,delivery,escalated,Wrong item received,Repeated complaints for the same lot prompted escalation to merchandising and supplier quality.,neutral
TKT000404,C082,PRD006,2026-07-16 21:41:00,,P4,return_refund,open,Missing item or component,Support documented the issue and is checking replacement inventory in the customer region.,neutral
TKT000405,C187,PRD013,2025-01-07 04:25:00,2025-01-14 13:25:39,P2,product_quality,resolved,Wrong item received,Customer provided package photos; a replacement or refund was completed and accepted.,neutral
TKT000406,C234,PRD008,2026-01-13 21:44:00,2026-01-22 14:09:31,P4,billing,resolved,Refund status question,Support confirmed product-use guidance resolved the concern and the customer closed the case.,frustrated
TKT000407,C070,PRD002,2024-01-05 13:44:00,2024-01-13 22:59:58,P3,missing_item,resolved,Package arrived damaged,Support confirmed product-use guidance resolved the concern and the customer closed the case.,neutral
TKT000408,C212,PRD004,2025-02-08 23:22:00,2025-02-17 03:02:31,P4,product_information,resolved,Package arrived damaged,Support confirmed product-use guidance resolved the concern and the customer closed the case.,neutral
TKT000409,C097,PRD008,2024-02-15 13:37:00,,P4,product_information,escalated,Ingredient or product information request,The reported safety or allergen concern was escalated for immediate product-compliance review.,neutral
TKT000410,C153,PRD004,2025-01-03 23:13:00,,P4,product_quality,open,Item quality below expectation,The case remains open while store and fulfillment records are compared.,urgent
TKT000411,C213,PRD005,2024-11-17 06:57:00,2024-11-20 03:02:40,P4,product_quality,resolved,Item quality below expectation,The missing-item claim was verified against fulfillment records and the customer received the approved resolution.,neutral
TKT000412,C123,PRD010,2024-01-08 15:26:00,,P2,product_quality,waiting_customer,Package arrived damaged,Support requested package photos and the lot code before continuing the quality review.,neutral
TKT000413,C232,PRD004,2025-07-26 08:00:00,2025-08-04 15:37:44,P3,billing,resolved,Package arrived damaged,Customer provided package photos; a replacement or refund was completed and accepted.,neutral
TKT000414,C163,PRD001,2026-04-19 15:11:00,2026-04-20 23:38:18,P3,billing,resolved,Missing item or component,Customer provided package photos; a replacement or refund was completed and accepted.,positive
TKT000415,C233,PRD003,2024-05-11 13:39:00,,P3,return_refund,open,Ingredient or product information request,Support documented the issue and is checking replacement inventory in the customer region.,neutral
TKT000416,C046,PRD020,2026-07-10 04:40:00,2026-07-20 04:05:20,P4,billing,resolved,Missing item or component,Customer provided package photos; a replacement or refund was completed and accepted.,frustrated
TKT000417,C222,PRD014,2025-10-22 20:04:00,2025-10-28 10:39:51,P4,return_refund,resolved,Package arrived damaged,Support confirmed product-use guidance resolved the concern and the customer closed the case.,frustrated
TKT000418,C129,PRD006,2026-10-17 06:50:00,2026-10-26 12:25:47,P3,product_quality,resolved,Refund status question,Customer provided package photos; a replacement or refund was completed and accepted.,urgent
TKT000419,C080,PRD020,2024-11-30 05:42:00,2024-11-30 09:00:19,P2,delivery,resolved,Package arrived damaged,Support confirmed product-use guidance resolved the concern and the customer closed the case.,frustrated
TKT000420,C037,PRD020,2025-06-25 03:21:00,2025-06-29 08:03:40,P4,missing_item,resolved,Ingredient or product information request,Customer provided package photos; a replacement or refund was completed and accepted.,neutral
TKT000421,C021,PRD009,2025-12-13 04:24:00,,P3,product_quality,escalated,Wrong item received,Repeated complaints for the same lot prompted escalation to merchandising and supplier quality.,neutral
TKT000422,C147,PRD011,2026-04-11 22:12:00,,P2,product_quality,escalated,Package arrived damaged,Repeated complaints for the same lot prompted escalation to merchandising and supplier quality.,positive
TKT000423,C233,PRD001,2024-10-21 05:39:00,2024-10-28 02:37:37,P3,return_refund,resolved,Package arrived damaged,Support confirmed product-use guidance resolved the concern and the customer closed the case.,positive
TKT000424,C019,PRD008,2025-11-03 04:00:00,,P3,billing,escalated,Refund status question,The reported safety or allergen concern was escalated for immediate product-compliance review.,positive
TKT000425,C078,PRD006,2025-08-31 00:48:00,2025-09-04 03:58:30,P3,delivery,resolved,Ingredient or product information request,Support confirmed product-use guidance resolved the concern and the customer closed the case.,neutral
TKT000426,C102,PRD007,2026-01-16 23:59:00,,P2,billing,open,Missing item or component,Support documented the issue and is checking replacement inventory in the customer region.,neutral
TKT000427,C106,PRD010,2025-12-04 03:20:00,2025-12-07 03:08:07,P2,billing,resolved,Wrong item received,Support confirmed product-use guidance resolved the concern and the customer closed the case.,neutral
TKT000428,C198,PRD015,2024-04-22 15:40:00,2024-05-01 05:55:52,P3,billing,resolved,Wrong item received,Customer provided package photos; a replacement or refund was completed and accepted.,positive
TKT000429,C204,PRD002,2026-03-16 15:43:00,2026-03-19 22:30:40,P4,billing,resolved,Item quality below expectation,Customer provided package photos; a replacement or refund was completed and accepted.,neutral
TKT000430,C152,PRD011,2026-06-22 22:14:00,2026-06-23 15:08:03,P2,product_information,resolved,Ingredient or product information request,Support confirmed product-use guidance resolved the concern and the customer closed the case.,frustrated
TKT000431,C050,PRD019,2024-02-02 21:45:00,2024-02-09 05:42:21,P4,product_quality,resolved,Item quality below expectation,The missing-item claim was verified against fulfillment records and the customer received the approved resolution.,urgent
TKT000432,C020,PRD016,2024-05-19 23:52:00,2024-05-20 16:08:54,P4,billing,resolved,Wrong item received,The missing-item claim was verified against fulfillment records and the customer received the approved resolution.,neutral
TKT000433,C167,PRD012,2025-05-21 22:16:00,,P4,product_information,escalated,Refund status question,Repeated complaints for the same lot prompted escalation to merchandising and supplier quality.,neutral
TKT000434,C103,PRD020,2025-08-10 01:33:00,2025-08-10 07:17:42,P2,product_information,resolved,Item quality below expectation,The missing-item claim was verified against fulfillment records and the customer received the approved resolution.,neutral
TKT000435,C205,PRD001,2025-10-10 15:39:00,,P4,delivery,escalated,Wrong item received,Repeated complaints for the same lot prompted escalation to merchandising and supplier quality.,neutral
TKT000436,C136,PRD005,2025-11-01 06:14:00,,P3,return_refund,escalated,Missing item or component,Repeated complaints for the same lot prompted escalation to merchandising and supplier quality.,frustrated
TKT000437,C076,PRD003,2026-06-17 07:32:00,2026-06-22 06:34:38,P3,delivery,resolved,Item quality below expectation,The missing-item claim was verified against fulfillment records and the customer received the approved resolution.,urgent
TKT000438,C071,PRD003,2025-03-19 23:31:00,2025-03-25 02:52:56,P2,product_quality,resolved,Refund status question,Customer provided package photos; a replacement or refund was completed and accepted.,neutral
TKT000439,C038,PRD014,2024-03-08 13:07:00,2024-03-09 16:15:42,P4,product_information,resolved,Ingredient or product information request,Customer provided package photos; a replacement or refund was completed and accepted.,positive
TKT000440,C072,PRD006,2026-11-17 03:23:00,2026-11-17 18:36:21,P3,product_information,resolved,Missing item or component,Customer provided package photos; a replacement or refund was completed and accepted.,neutral
TKT000441,C018,PRD008,2024-08-20 20:34:00,2024-08-23 17:22:56,P4,product_quality,resolved,Ingredient or product information request,The missing-item claim was verified against fulfillment records and the customer received the approved resolution.,neutral
TKT000442,C058,PRD010,2025-06-14 02:24:00,2025-06-19 15:55:53,P3,product_information,resolved,Ingredient or product information request,Customer provided package photos; a replacement or refund was completed and accepted.,neutral
TKT000443,C138,PRD015,2026-09-01 07:34:00,2026-09-02 02:01:28,P2,return_refund,resolved,Missing item or component,The missing-item claim was verified against fulfillment records and the customer received the approved resolution.,positive
TKT000444,C087,PRD019,2025-05-08 23:39:00,2025-05-14 21:57:54,P2,billing,resolved,Refund status question,The missing-item claim was verified against fulfillment records and the customer received the approved resolution.,neutral
TKT000445,C180,PRD020,2024-09-09 01:17:00,2024-09-16 03:42:37,P3,product_information,resolved,Wrong item received,The missing-item claim was verified against fulfillment records and the customer received the approved resolution.,neutral
TKT000446,C112,PRD009,2026-06-02 11:04:00,2026-06-09 18:31:05,P2,delivery,resolved,Item quality below expectation,Customer provided package photos; a replacement or refund was completed and accepted.,neutral
TKT000447,C110,PRD018,2026-12-30 00:29:00,2027-01-04 10:09:02,P3,delivery,resolved,Item quality below expectation,Support confirmed product-use guidance resolved the concern and the customer closed the case.,neutral
TKT000448,C094,PRD003,2026-02-12 09:20:00,2026-02-17 22:57:19,P2,product_quality,resolved,Wrong item received,The missing-item claim was verified against fulfillment records and the customer received the approved resolution.,neutral
TKT000449,C116,PRD004,2026-09-02 05:01:00,2026-09-11 05:56:37,P4,billing,resolved,Missing item or component,Support confirmed product-use guidance resolved the concern and the customer closed the case.,neutral
TKT000450,C229,PRD005,2026-07-16 08:31:00,2026-07-16 16:06:32,P4,product_information,resolved,Ingredient or product information request,Support confirmed product-use guidance resolved the concern and the customer closed the case.,neutral
TKT000451,C072,PRD007,2024-07-28 08:59:00,2024-08-06 14:49:42,P2,product_information,resolved,Refund status question,Customer provided package photos; a replacement or refund was completed and accepted.,frustrated
TKT000452,C037,PRD006,2024-06-19 21:23:00,2024-06-24 19:56:01,P4,missing_item,resolved,Ingredient or product information request,The missing-item claim was verified against fulfillment records and the customer received the approved resolution.,neutral
TKT000453,C031,PRD012,2025-09-28 04:49:00,2025-10-07 04:00:02,P3,missing_item,resolved,Refund status question,Support confirmed product-use guidance resolved the concern and the customer closed the case.,frustrated
TKT000454,C054,PRD014,2026-08-03 20:47:00,2026-08-12 21:01:55,P4,missing_item,resolved,Refund status question,The missing-item claim was verified against fulfillment records and the customer received the approved resolution.,neutral
TKT000455,C019,PRD020,2025-01-05 19:50:00,2025-01-15 11:31:34,P3,delivery,resolved,Package arrived damaged,The missing-item claim was verified against fulfillment records and the customer received the approved resolution.,urgent
TKT000456,C098,PRD013,2024-05-21 00:33:00,,P3,product_quality,open,Missing item or component,Support documented the issue and is checking replacement inventory in the customer region.,neutral
TKT000457,C140,PRD004,2024-02-06 06:11:00,2024-02-13 16:09:15,P3,return_refund,resolved,Refund status question,Customer provided package photos; a replacement or refund was completed and accepted.,neutral
TKT000458,C091,PRD015,2025-04-12 06:48:00,2025-04-17 10:16:49,P1,missing_item,resolved,Ingredient or product information request,Support confirmed product-use guidance resolved the concern and the customer closed the case.,neutral
TKT000459,C007,PRD015,2025-09-30 03:52:00,2025-09-30 15:16:05,P4,delivery,resolved,Ingredient or product information request,The missing-item claim was verified against fulfillment records and the customer received the approved resolution.,positive
TKT000460,C110,PRD020,2024-11-29 21:35:00,2024-12-06 06:54:10,P4,product_information,resolved,Item quality below expectation,Support confirmed product-use guidance resolved the concern and the customer closed the case.,neutral
TKT000461,C155,PRD007,2025-07-06 11:21:00,2025-07-13 11:35:40,P3,billing,resolved,Missing item or component,Customer provided package photos; a replacement or refund was completed and accepted.,frustrated
TKT000462,C127,PRD016,2024-10-06 18:54:00,2024-10-14 03:26:36,P4,missing_item,resolved,Ingredient or product information request,Customer provided package photos; a replacement or refund was completed and accepted.,positive
TKT000463,C207,PRD015,2024-08-03 13:50:00,,P3,return_refund,waiting_customer,Missing item or component,Support requested package photos and the lot code before continuing the quality review.,neutral
TKT000464,C225,PRD008,2025-04-16 21:14:00,2025-04-18 01:54:54,P2,return_refund,resolved,Refund status question,Support confirmed product-use guidance resolved the concern and the customer closed the case.,neutral
TKT000465,C012,PRD005,2025-03-25 06:36:00,2025-03-27 19:22:10,P2,delivery,resolved,Item quality below expectation,Support confirmed product-use guidance resolved the concern and the customer closed the case.,positive
TKT000466,C068,PRD010,2024-09-06 00:46:00,2024-09-10 05:32:21,P4,billing,resolved,Missing item or component,The missing-item claim was verified against fulfillment records and the customer received the approved resolution.,neutral
TKT000467,C054,PRD003,2024-07-14 04:31:00,2024-07-17 01:59:32,P4,billing,resolved,Refund status question,Support confirmed product-use guidance resolved the concern and the customer closed the case.,neutral
TKT000468,C091,PRD008,2025-04-12 05:32:00,2025-04-19 12:46:43,P4,billing,resolved,Item quality below expectation,The missing-item claim was verified against fulfillment records and the customer received the approved resolution.,positive
TKT000469,C171,PRD012,2024-12-09 07:16:00,2024-12-18 02:17:01,P4,billing,resolved,Package arrived damaged,Customer provided package photos; a replacement or refund was completed and accepted.,neutral
TKT000470,C046,PRD012,2026-07-03 12:27:00,2026-07-09 05:46:51,P4,missing_item,resolved,Package arrived damaged,Customer provided package photos; a replacement or refund was completed and accepted.,neutral
TKT000471,C160,PRD017,2024-05-20 09:48:00,2024-05-21 18:58:19,P4,delivery,resolved,Missing item or component,Support confirmed product-use guidance resolved the concern and the customer closed the case.,frustrated
TKT000472,C107,PRD013,2025-09-27 14:57:00,2025-09-30 08:44:25,P4,return_refund,resolved,Package arrived damaged,Support confirmed product-use guidance resolved the concern and the customer closed the case.,neutral
TKT000473,C229,PRD018,2026-10-14 06:56:00,2026-10-20 05:55:44,P2,product_information,resolved,Ingredient or product information request,Support confirmed product-use guidance resolved the concern and the customer closed the case.,neutral
TKT000474,C082,PRD002,2025-06-23 13:43:00,,P4,product_quality,open,Item quality below expectation,Support documented the issue and is checking replacement inventory in the customer region.,positive
TKT000475,C139,PRD018,2025-02-25 08:33:00,2025-03-04 19:49:22,P2,delivery,resolved,Wrong item received,Customer provided package photos; a replacement or refund was completed and accepted.,neutral
TKT000476,C239,PRD020,2024-01-27 01:42:00,2024-01-27 15:19:59,P1,missing_item,resolved,Wrong item received,The missing-item claim was verified against fulfillment records and the customer received the approved resolution.,neutral
TKT000477,C124,PRD019,2026-05-09 19:46:00,2026-05-14 08:14:48,P3,billing,resolved,Missing item or component,The missing-item claim was verified against fulfillment records and the customer received the approved resolution.,neutral
TKT000478,C174,PRD017,2025-03-07 07:57:00,2025-03-15 19:15:29,P3,delivery,resolved,Ingredient or product information request,The missing-item claim was verified against fulfillment records and the customer received the approved resolution.,urgent
TKT000479,C056,PRD001,2026-11-06 15:33:00,2026-11-12 04:49:13,P3,billing,resolved,Missing item or component,Support confirmed product-use guidance resolved the concern and the customer closed the case.,frustrated
