po_line_id,purchase_order_id,line_number,product_id,ordered_qty,received_qty,unit_cost,quality_status,line_note
POL000599-1,PO000599,1,PRD014,400,400,2.69,accepted,Inspection certificate required
POL000599-2,PO000599,2,PRD016,200,200,3.97,accepted,Partial receipt allowed
POL000600-1,PO000600,1,PRD006,75,75,1.21,rejected,Expedite requested by planner
POL000600-2,PO000600,2,PRD019,400,400,2.05,accepted,Partial receipt allowed
POL000600-3,PO000600,3,PRD012,400,400,0.94,rejected,Inspection certificate required
POL000602-1,PO000602,1,PRD004,75,62,1.60,rejected,Expedite requested by planner
POL000603-1,PO000603,1,PRD012,150,150,0.94,accepted,Expedite requested by planner
POL000604-1,PO000604,1,PRD010,150,125,0.82,accepted,Expedite requested by planner
POL000605-1,PO000605,1,PRD010,25,25,0.96,accepted,Inspection certificate required
POL000605-2,PO000605,2,PRD013,600,600,1.37,accepted,Expedite requested by planner
POL000606-1,PO000606,1,PRD020,800,764,3.03,accepted,Routine replenishment
POL000607-1,PO000607,1,PRD002,300,275,1.98,conditional,Routine replenishment
POL000607-2,PO000607,2,PRD012,1200,1200,0.71,accepted,Partial receipt allowed
POL000608-1,PO000608,1,PRD013,150,148,1.69,accepted,Expedite requested by planner
POL000609-1,PO000609,1,PRD009,1000,1000,1.13,conditional,Expedite requested by planner
POL000609-2,PO000609,2,PRD011,1200,1200,1.77,conditional,Partial receipt allowed
POL000609-3,PO000609,3,PRD017,400,400,3.30,rejected,Inspection certificate required
POL000611-1,PO000611,1,PRD011,800,800,2.72,accepted,Inspection certificate required
POL000612-1,PO000612,1,PRD011,1600,1600,2.79,accepted,Partial receipt allowed
POL000613-1,PO000613,1,PRD016,100,100,4.41,accepted,Inspection certificate required
POL000614-1,PO000614,1,PRD011,800,800,2.79,accepted,Inspection certificate required
POL000615-1,PO000615,1,PRD019,50,45,1.20,accepted,Partial receipt allowed
POL000616-1,PO000616,1,PRD006,1200,995,1.47,accepted,Expedite requested by planner
POL000616-2,PO000616,2,PRD012,800,773,1.17,accepted,Partial receipt allowed
POL000618-1,PO000618,1,PRD015,600,600,3.50,accepted,Inspection certificate required
POL000621-1,PO000621,1,PRD015,75,75,2.26,rejected,Inspection certificate required
POL000622-1,PO000622,1,PRD008,1600,1600,1.85,accepted,Inspection certificate required
POL000623-1,PO000623,1,PRD012,800,800,0.71,accepted,Inspection certificate required
POL000623-2,PO000623,2,PRD013,300,300,1.03,conditional,Inspection certificate required
POL000623-3,PO000623,3,PRD018,200,200,2.70,accepted,Inspection certificate required
POL000624-1,PO000624,1,PRD015,25,25,2.26,conditional,Expedite requested by planner
POL000625-1,PO000625,1,PRD002,1600,1600,1.84,accepted,Routine replenishment
POL000625-2,PO000625,2,PRD011,400,400,2.79,accepted,Partial receipt allowed
POL000627-1,PO000627,1,PRD008,1200,1200,1.85,rejected,Inspection certificate required
POL000628-1,PO000628,1,PRD017,1000,996,4.86,accepted,Expedite requested by planner
POL000628-2,PO000628,2,PRD013,400,400,1.69,accepted,Expedite requested by planner
POL000629-1,PO000629,1,PRD015,1600,1299,3.50,accepted,Expedite requested by planner
POL000630-1,PO000630,1,PRD018,150,150,3.23,accepted,Inspection certificate required
POL000631-1,PO000631,1,PRD015,175,175,2.26,accepted,Routine replenishment
POL000633-1,PO000633,1,PRD015,25,25,2.29,accepted,Routine replenishment
POL000633-2,PO000633,2,PRD017,200,200,5.07,accepted,Partial receipt allowed
POL000634-1,PO000634,1,PRD016,600,600,4.41,accepted,Partial receipt allowed
POL000635-1,PO000635,1,PRD013,175,175,1.20,accepted,Partial receipt allowed
POL000635-2,PO000635,2,PRD008,150,150,1.31,accepted,Expedite requested by planner
POL000636-1,PO000636,1,PRD010,50,50,0.82,accepted,Partial receipt allowed
POL000637-1,PO000637,1,PRD009,200,200,1.13,accepted,Expedite requested by planner
POL000637-2,PO000637,2,PRD011,400,400,1.77,accepted,Partial receipt allowed
POL000638-1,PO000638,1,PRD005,100,100,1.63,accepted,Routine replenishment
POL000638-2,PO000638,2,PRD020,600,600,4.21,accepted,Routine replenishment
POL000641-1,PO000641,1,PRD017,200,200,4.86,accepted,Partial receipt allowed
POL000641-2,PO000641,2,PRD013,300,300,1.69,conditional,Routine replenishment
POL000642-1,PO000642,1,PRD012,50,41,0.94,accepted,Inspection certificate required
POL000642-2,PO000642,2,PRD019,500,500,2.05,accepted,Partial receipt allowed
POL000642-3,PO000642,3,PRD006,125,125,1.21,accepted,Expedite requested by planner
POL000643-1,PO000643,1,PRD002,400,400,1.98,conditional,Partial receipt allowed
POL000644-1,PO000644,1,PRD009,1200,1200,1.13,accepted,Expedite requested by planner
POL000645-1,PO000645,1,PRD016,300,300,4.41,accepted,Partial receipt allowed
POL000648-1,PO000648,1,PRD004,100,100,1.33,accepted,Routine replenishment
POL000649-1,PO000649,1,PRD009,100,100,1.15,conditional,Inspection certificate required
POL000649-2,PO000649,2,PRD005,1600,1361,2.63,accepted,Partial receipt allowed
POL000650-1,PO000650,1,PRD004,175,175,1.60,accepted,Routine replenishment
POL000652-1,PO000652,1,PRD020,800,800,3.03,accepted,Partial receipt allowed
POL000654-1,PO000654,1,PRD007,1400,1400,0.99,accepted,Partial receipt allowed
POL000654-2,PO000654,2,PRD010,400,376,0.83,accepted,Expedite requested by planner
POL000655-1,PO000655,1,PRD008,75,75,1.31,accepted,Routine replenishment
POL000656-1,PO000656,1,PRD014,250,250,2.69,accepted,Expedite requested by planner
POL000656-2,PO000656,2,PRD016,600,600,3.97,accepted,Inspection certificate required
POL000657-1,PO000657,1,PRD001,200,168,2.43,accepted,Inspection certificate required
POL000657-2,PO000657,2,PRD014,75,75,3.44,accepted,Inspection certificate required
POL000657-3,PO000657,3,PRD002,200,200,1.54,accepted,Routine replenishment
POL000658-1,PO000658,1,PRD003,250,250,0.54,rejected,Partial receipt allowed
POL000659-1,PO000659,1,PRD003,300,300,0.54,accepted,Expedite requested by planner
POL000660-1,PO000660,1,PRD005,1200,1200,2.35,conditional,Partial receipt allowed
POL000660-2,PO000660,2,PRD003,75,61,0.57,accepted,Partial receipt allowed
POL000660-3,PO000660,3,PRD007,300,271,1.25,accepted,Routine replenishment
POL000661-1,PO000661,1,PRD006,200,200,1.00,accepted,Inspection certificate required
POL000662-1,PO000662,1,PRD018,75,75,3.23,accepted,Expedite requested by planner
POL000663-1,PO000663,1,PRD004,100,100,1.33,accepted,Inspection certificate required
POL000664-1,PO000664,1,PRD003,100,100,0.54,accepted,Routine replenishment
POL000665-1,PO000665,1,PRD017,1600,1600,4.86,accepted,Expedite requested by planner
POL000665-2,PO000665,2,PRD013,100,100,1.69,rejected,Routine replenishment
POL000666-1,PO000666,1,PRD011,500,500,2.72,accepted,Partial receipt allowed
POL000666-2,PO000666,2,PRD004,200,192,1.64,conditional,Partial receipt allowed
POL000667-1,PO000667,1,PRD012,300,300,1.17,rejected,Routine replenishment
POL000667-2,PO000667,2,PRD006,200,200,1.47,accepted,Partial receipt allowed
POL000668-1,PO000668,1,PRD008,1000,893,1.85,conditional,Inspection certificate required
POL000669-1,PO000669,1,PRD016,400,400,4.41,accepted,Partial receipt allowed
POL000670-1,PO000670,1,PRD017,200,200,5.07,accepted,Routine replenishment
POL000671-1,PO000671,1,PRD017,1200,992,5.07,accepted,Partial receipt allowed
POL000673-1,PO000673,1,PRD013,600,600,1.37,accepted,Partial receipt allowed
POL000673-2,PO000673,2,PRD010,50,50,0.96,accepted,Inspection certificate required
POL000674-1,PO000674,1,PRD017,200,190,4.86,accepted,Inspection certificate required
POL000674-2,PO000674,2,PRD013,350,350,1.69,accepted,Inspection certificate required
POL000675-1,PO000675,1,PRD020,150,150,4.28,conditional,Partial receipt allowed
POL000675-2,PO000675,2,PRD012,25,25,1.18,accepted,Expedite requested by planner
POL000677-1,PO000677,1,PRD011,1600,1600,2.79,accepted,Partial receipt allowed
POL000678-1,PO000678,1,PRD004,100,100,1.64,accepted,Partial receipt allowed
POL000678-2,PO000678,2,PRD011,800,800,2.72,accepted,Routine replenishment
POL000679-1,PO000679,1,PRD006,125,125,1.00,accepted,Routine replenishment
POL000680-1,PO000680,1,PRD013,800,800,1.37,rejected,Expedite requested by planner
POL000680-2,PO000680,2,PRD010,125,103,0.96,accepted,Expedite requested by planner
POL000681-1,PO000681,1,PRD020,800,800,3.03,accepted,Routine replenishment
POL000682-1,PO000682,1,PRD015,200,200,2.29,accepted,Routine replenishment
POL000682-2,PO000682,2,PRD017,1600,1463,5.07,accepted,Routine replenishment
POL000684-1,PO000684,1,PRD004,500,500,1.33,accepted,Expedite requested by planner
POL000686-1,PO000686,1,PRD004,50,50,1.60,accepted,Inspection certificate required
POL000688-1,PO000688,1,PRD009,100,100,1.33,accepted,Partial receipt allowed
POL000689-1,PO000689,1,PRD016,400,400,4.41,accepted,Inspection certificate required
POL000690-1,PO000690,1,PRD013,200,200,1.03,accepted,Expedite requested by planner
POL000690-2,PO000690,2,PRD018,100,100,2.70,accepted,Partial receipt allowed
POL000691-1,PO000691,1,PRD006,150,150,1.00,accepted,Routine replenishment
POL000692-1,PO000692,1,PRD005,1400,1400,2.35,accepted,Expedite requested by planner
POL000692-2,PO000692,2,PRD003,50,47,0.57,accepted,Routine replenishment
POL000692-3,PO000692,3,PRD007,200,185,1.25,accepted,Expedite requested by planner
POL000693-1,PO000693,1,PRD018,75,75,3.23,accepted,Expedite requested by planner
POL000694-1,PO000694,1,PRD008,25,25,1.31,accepted,Expedite requested by planner
POL000694-2,PO000694,2,PRD013,125,115,1.20,accepted,Routine replenishment
POL000696-1,PO000696,1,PRD020,1600,1600,4.21,accepted,Expedite requested by planner
POL000696-2,PO000696,2,PRD005,25,25,1.63,accepted,Expedite requested by planner
POL000697-1,PO000697,1,PRD010,50,50,0.96,accepted,Partial receipt allowed
POL000697-2,PO000697,2,PRD013,400,400,1.37,accepted,Routine replenishment
POL000699-1,PO000699,1,PRD013,150,150,1.20,accepted,Expedite requested by planner
POL000700-1,PO000700,1,PRD001,100,100,2.43,accepted,Partial receipt allowed
POL000700-2,PO000700,2,PRD014,100,100,3.44,accepted,Inspection certificate required
